release_id,hospital_id,hospital_name,application_name,version,previous_version,deployment_time,deployment_status,deployment_type,engineer,latency_ms,latency_baseline_ms,latency_change_percent,error_rate_percent,error_baseline_percent,error_change,service_availability_percent,availability_change,transaction_count,baseline_transaction_count,transaction_drop_percent,customer_impact_level,affected_hospitals_count,affected_workflows_count,risk_score,risk_level,recommendation,ground_truth_decision,baseline_decision_time_min,adviser_decision_time_min,case_tag
REL-2026-0333,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.10.2,v2.10.1,2026-09-03T19:09:12.523728,CONTINUED,FULL_UPGRADE,Marcus Brody (Clinical SRE),751.6,660.0,13.9,0.54,0.44,0.1,99.99,0.09,24324,25589,4.9,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,17.2,3.8,NORMAL_STABLE
REL-2026-0334,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v2.12.1,v2.12.0,2026-08-01T12:21:28.922831,CONTINUED,CANARY,Marcus Brody (Clinical SRE),748.8,827.3,-9.5,0.67,0.71,-0.04,99.88,-0.02,7833,7922,1.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,13.9,3.2,NORMAL_STABLE
REL-2026-0335,HOSP-LKH-03,Lakeside Hospital,Clinical Portal,v3.15.7,v3.15.6,2026-06-18T17:53:12.403077,CONTINUED,FULL_UPGRADE,Marcus Brody (Clinical SRE),569.2,566.0,0.6,0.42,0.4,0.02,99.93,0.03,28853,29788,3.1,LOW,1,1,0,LOW,CONTINUE,CONTINUE,12.6,2.9,NORMAL_STABLE
REL-2026-0336,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v4.14.6,v4.14.5,2026-08-30T06:32:13.739089,PENDING_REVIEW,CANARY,David Kim (Clinical Systems Analyst),599.3,395.3,51.6,4.24,0.79,3.45,99.14,-0.76,24887,27423,9.2,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,51.5,7.3,TRANSIENT_SPIKE
REL-2026-0337,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v4.11.4,v4.11.3,2026-07-15T17:15:08.877208,ROLLED_BACK,FULL_UPGRADE,Elena Rostova (Platform Specialist),266.0,210.6,26.3,1.69,0.62,1.07,98.97,-0.93,18013,20167,10.7,HIGH,1,2,70,HIGH,ROLLBACK RECOMMENDED,HUMAN REVIEW,43.9,6.3,TRANSIENT_SPIKE
REL-2026-0338,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v4.3.6,v4.3.5,2026-07-20T07:46:32.659194,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),279.9,275.8,1.5,0.24,0.22,0.02,99.95,0.05,20959,20634,-1.6,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,16.8,4.0,NORMAL_STABLE
REL-2026-0339,HOSP-CGH-01,City General Hospital,Electronic Health Record Service,v3.3.0,v3.3.0,2026-07-05T18:45:34.153134,PENDING_REVIEW,CANARY,Sarah Chen (Release Eng),231.0,217.4,6.3,0.49,0.44,0.05,99.96,0.06,9878,9756,-1.3,LOW,1,0,0,LOW,CONTINUE,CONTINUE,13.4,3.9,NORMAL_STABLE
REL-2026-0340,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.14.7,v3.14.6,2026-07-25T23:32:54.057237,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),1197.7,580.4,106.4,2.29,0.24,2.05,97.67,-2.23,17983,23659,24.0,CRITICAL,4,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,94.1,7.4,SERIOUS_DEGRADATION
REL-2026-0341,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v5.7.0,v5.7.0,2026-07-20T20:52:29.318248,ROLLED_BACK,FULL_UPGRADE,David Kim (Clinical Systems Analyst),430.5,405.3,6.2,0.2,0.14,0.06,99.92,0.02,32944,34257,3.8,LOW,1,0,0,LOW,CONTINUE,CONTINUE,19.2,3.1,NORMAL_STABLE
REL-2026-0342,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v3.7.9,v3.7.8,2026-06-16T14:48:39.838674,CONTINUED,HOTFIX,Marcus Brody (Clinical SRE),601.5,591.4,1.7,0.98,0.69,0.29,99.88,-0.02,27118,26527,-2.2,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,25.3,3.7,NORMAL_STABLE
REL-2026-0343,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v5.4.2,v5.4.1,2026-08-19T10:48:25.531677,MONITORING,CANARY,Marcus Brody (Clinical SRE),346.9,265.6,30.6,1.11,0.39,0.72,98.91,-0.99,18110,21178,14.5,MEDIUM,1,0,75,HIGH,ROLLBACK RECOMMENDED,HUMAN REVIEW,45.7,5.0,TRANSIENT_SPIKE
REL-2026-0344,HOSP-LKH-03,Lakeside Hospital,Pharmacy Management Service,v3.3.8,v3.3.7,2026-08-17T05:40:15.762566,MONITORING,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),460.2,421.2,9.3,0.42,0.35,0.07,99.97,0.07,6787,6529,-4.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,23.3,4.3,NORMAL_STABLE
REL-2026-0345,HOSP-CGH-01,City General Hospital,Laboratory Application,v2.3.2,v2.3.1,2026-07-11T17:28:58.959958,CONTINUED,CANARY,David Kim (Clinical Systems Analyst),1557.7,792.1,96.7,2.7,0.21,2.49,98.98,-0.92,11507,14572,21.0,HIGH,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,79.1,5.3,SERIOUS_DEGRADATION
REL-2026-0346,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v5.10.4,v5.10.3,2026-07-22T23:08:58.052318,ROLLED_BACK,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),467.5,442.1,5.7,0.61,0.63,-0.02,99.91,0.01,17242,16817,-2.5,LOW,1,1,0,LOW,CONTINUE,CONTINUE,14.2,3.1,NORMAL_STABLE
REL-2026-0347,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v2.2.5,v2.2.4,2026-08-09T01:49:49.650803,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),630.7,306.8,105.6,3.36,0.14,3.22,96.3,-3.6,13303,29877,55.5,CRITICAL,4,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,128.7,6.0,CRITICAL_OUTAGE
REL-2026-0348,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v3.12.7,v3.12.6,2026-07-10T11:21:28.860336,CONTINUED,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),1186.1,605.8,95.8,7.41,0.53,6.88,98.19,-1.71,16383,19488,15.9,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,89.6,4.3,SERIOUS_DEGRADATION
REL-2026-0349,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v2.9.8,v2.9.7,2026-08-06T17:54:11.007968,MONITORING,BLUE_GREEN,Marcus Brody (Clinical SRE),302.9,215.2,40.8,2.14,0.72,1.42,99.48,-0.42,21220,22692,6.5,HIGH,1,2,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,38.3,4.7,TRANSIENT_SPIKE
REL-2026-0350,HOSP-CGH-01,City General Hospital,Clinical Portal,v2.14.5,v2.14.4,2026-06-09T23:18:11.753375,PENDING_REVIEW,ROLLING_BATCH,Elena Rostova (Platform Specialist),1288.1,842.9,52.8,2.33,0.5,1.83,99.09,-0.81,32345,34305,5.7,MEDIUM,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,43.5,6.9,TRANSIENT_SPIKE
REL-2026-0351,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v3.11.7,v3.11.6,2026-08-28T13:56:16.082093,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),996.0,738.5,34.9,0.4,0.16,0.24,98.96,-0.94,6147,7037,12.6,HIGH,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,50.8,6.3,TRANSIENT_SPIKE
REL-2026-0352,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v3.4.8,v3.4.7,2026-08-25T23:01:58.299875,PENDING_REVIEW,HOTFIX,Elena Rostova (Platform Specialist),393.5,284.1,38.5,2.82,0.59,2.23,98.93,-0.97,29961,33287,10.0,LOW,1,0,50,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,63.3,5.6,TRANSIENT_SPIKE
REL-2026-0353,HOSP-CGH-01,City General Hospital,Clinical Portal,v4.1.8,v4.1.7,2026-08-23T14:30:32.726616,MONITORING,FULL_UPGRADE,Marcus Brody (Clinical SRE),765.7,844.2,-9.3,0.28,0.31,-0.03,99.88,-0.02,21515,20922,-2.8,LOW,1,1,0,LOW,CONTINUE,CONTINUE,26.2,2.5,NORMAL_STABLE
REL-2026-0354,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.15.9,v5.15.8,2026-08-09T12:50:49.820734,ROLLED_BACK,CANARY,Dr. Alex Rivera (DevOps Lead),453.2,419.6,8.0,0.44,0.36,0.08,99.9,0.0,33190,32343,-2.6,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,24.2,3.7,NORMAL_STABLE
REL-2026-0355,HOSP-CGH-01,City General Hospital,Laboratory Application,v5.7.6,v5.7.5,2026-08-06T21:35:49.566309,CONTINUED,HOTFIX,David Kim (Clinical Systems Analyst),674.9,635.8,6.1,0.58,0.41,0.17,99.91,0.01,14380,14089,-2.1,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.0,2.3,NORMAL_STABLE
REL-2026-0356,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v3.15.8,v3.15.7,2026-06-17T17:09:48.773916,MONITORING,CANARY,David Kim (Clinical Systems Analyst),783.2,808.5,-3.1,0.22,0.23,-0.01,99.97,0.07,5806,5621,-3.3,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,13.4,3.3,NORMAL_STABLE
REL-2026-0357,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.13.0,v3.13.0,2026-06-21T01:30:45.400420,MONITORING,HOTFIX,Marcus Brody (Clinical SRE),380.2,367.2,3.5,0.18,0.18,0.0,99.95,0.05,7992,8254,3.2,LOW,1,0,0,LOW,CONTINUE,CONTINUE,16.9,3.0,NORMAL_STABLE
REL-2026-0358,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v2.9.6,v2.9.5,2026-08-28T12:18:17.161586,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),878.0,780.5,12.5,0.23,0.28,-0.05,99.92,0.02,31286,32123,2.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,19.9,3.9,NORMAL_STABLE
REL-2026-0359,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v5.2.7,v5.2.6,2026-09-03T19:05:04.308557,CONTINUED,FULL_UPGRADE,Elena Rostova (Platform Specialist),1220.4,793.9,53.7,0.52,0.11,0.41,99.34,-0.56,20309,23155,12.3,LOW,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,44.1,5.7,TRANSIENT_SPIKE
REL-2026-0360,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v3.13.8,v3.13.7,2026-07-27T18:10:57.175782,CONTINUED,BLUE_GREEN,David Kim (Clinical Systems Analyst),533.8,502.0,6.3,0.62,0.68,-0.06,99.98,0.08,13841,14478,4.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,21.6,4.1,NORMAL_STABLE
REL-2026-0361,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v3.2.4,v3.2.3,2026-08-29T07:47:55.033323,ROLLED_BACK,CANARY,Marcus Brody (Clinical SRE),1115.2,739.8,50.7,1.73,0.61,1.12,99.54,-0.36,12819,14157,9.5,HIGH,1,3,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,63.4,6.4,TRANSIENT_SPIKE
REL-2026-0362,HOSP-LKH-03,Lakeside Hospital,Electronic Health Record Service,v4.0.2,v4.0.1,2026-07-10T05:49:20.863810,MONITORING,FULL_UPGRADE,Elena Rostova (Platform Specialist),480.8,509.7,-5.7,0.87,0.73,0.14,99.9,0.0,27574,27043,-2.0,MEDIUM,1,0,0,LOW,CONTINUE,CONTINUE,20.6,4.0,NORMAL_STABLE
REL-2026-0363,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v4.12.2,v4.12.1,2026-06-22T21:46:39.946138,MONITORING,HOTFIX,Marcus Brody (Clinical SRE),1282.5,839.5,52.8,0.72,0.19,0.53,98.92,-0.98,14985,17139,12.6,MEDIUM,1,0,75,HIGH,ROLLBACK RECOMMENDED,HUMAN REVIEW,55.4,6.6,TRANSIENT_SPIKE
REL-2026-0364,HOSP-GVH-05,Green Valley Hospital,Medical Device Integration Service,v5.11.0,v5.11.0,2026-08-12T03:20:25.989046,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),1442.6,659.5,118.7,2.94,0.25,2.69,97.97,-1.93,8225,11425,28.0,CRITICAL,2,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,57.7,4.8,SERIOUS_DEGRADATION
REL-2026-0365,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v4.6.0,v4.6.0,2026-06-09T03:52:14.005165,MONITORING,BLUE_GREEN,David Kim (Clinical Systems Analyst),824.6,546.4,50.9,0.56,0.28,0.28,99.44,-0.46,20947,23353,10.3,HIGH,1,2,80,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,36.6,7.3,TRANSIENT_SPIKE
REL-2026-0366,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v2.7.0,v2.7.0,2026-08-12T09:26:10.018194,CONTINUED,ROLLING_BATCH,Elena Rostova (Platform Specialist),483.8,491.8,-1.6,0.14,0.1,0.04,100.0,0.1,11726,11376,-3.1,LOW,1,0,0,LOW,CONTINUE,CONTINUE,27.6,3.1,NORMAL_STABLE
REL-2026-0367,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v2.3.0,v2.3.0,2026-07-25T05:14:45.701977,MONITORING,ROLLING_BATCH,Marcus Brody (Clinical SRE),874.2,585.1,49.4,1.61,0.54,1.07,99.67,-0.23,14391,15954,9.8,LOW,1,0,30,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,59.6,6.1,TRANSIENT_SPIKE
REL-2026-0368,HOSP-GVH-05,Green Valley Hospital,Laboratory Application,v5.3.1,v5.3.0,2026-06-10T17:29:34.097715,ROLLED_BACK,CANARY,Elena Rostova (Platform Specialist),646.6,445.3,45.2,5.15,0.72,4.43,98.25,-1.65,23990,27720,13.5,CRITICAL,1,1,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,77.5,5.7,SERIOUS_DEGRADATION
REL-2026-0369,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v5.7.9,v5.7.8,2026-06-27T13:20:07.504306,MONITORING,FULL_UPGRADE,Dr. Alex Rivera (DevOps Lead),746.0,494.7,50.8,1.88,0.42,1.46,99.65,-0.25,16884,19028,11.3,LOW,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,48.6,5.5,TRANSIENT_SPIKE
REL-2026-0370,HOSP-CGH-01,City General Hospital,Clinical Portal,v3.4.8,v3.4.7,2026-08-14T08:10:18.605534,CONTINUED,CANARY,David Kim (Clinical Systems Analyst),627.0,671.0,-6.6,0.34,0.41,-0.07,99.92,0.02,12484,12967,3.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,17.0,4.2,NORMAL_STABLE
REL-2026-0371,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v4.11.0,v4.11.0,2026-07-21T19:49:16.090518,ROLLED_BACK,ROLLING_BATCH,David Kim (Clinical Systems Analyst),438.7,294.0,49.2,1.47,0.27,1.2,99.06,-0.84,28544,31843,10.4,LOW,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.2,5.1,TRANSIENT_SPIKE
REL-2026-0372,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v4.10.9,v4.10.8,2026-08-10T10:35:20.126295,PENDING_REVIEW,FULL_UPGRADE,Elena Rostova (Platform Specialist),244.2,268.2,-8.9,0.68,0.71,-0.03,99.84,-0.06,33107,34836,5.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,19.5,2.5,NORMAL_STABLE
REL-2026-0373,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v4.0.1,v4.0.0,2026-08-05T04:48:58.392987,ROLLED_BACK,CANARY,Sarah Chen (Release Eng),306.2,292.6,4.6,0.55,0.41,0.14,99.81,-0.09,24515,25687,4.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.5,2.5,NORMAL_STABLE
REL-2026-0374,HOSP-GVH-05,Green Valley Hospital,Electronic Health Record Service,v2.5.4,v2.5.3,2026-06-16T11:24:08.805940,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),717.9,640.3,12.1,0.38,0.37,0.01,99.89,-0.01,29908,30801,2.9,LOW,1,1,0,LOW,CONTINUE,CONTINUE,25.0,3.7,NORMAL_STABLE
REL-2026-0375,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v5.11.5,v5.11.4,2026-07-14T11:04:00.795038,MONITORING,BLUE_GREEN,Sarah Chen (Release Eng),1034.3,359.0,188.1,3.0,0.13,2.87,94.59,-5.31,12297,25186,51.2,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,84.8,5.1,CRITICAL_OUTAGE
REL-2026-0376,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v5.11.7,v5.11.6,2026-07-21T17:12:17.679700,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),715.4,663.1,7.9,0.54,0.47,0.07,99.88,-0.02,20353,20836,2.3,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.3,4.2,NORMAL_STABLE
REL-2026-0377,HOSP-SMMC-02,St. Mary's Medical Center,Medical Device Integration Service,v3.11.4,v3.11.3,2026-07-18T20:51:06.544525,ROLLED_BACK,HOTFIX,Elena Rostova (Platform Specialist),243.8,254.6,-4.2,0.34,0.41,-0.07,99.87,-0.03,16540,16520,-0.1,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,19.5,3.0,NORMAL_STABLE
REL-2026-0378,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.8.1,v3.8.0,2026-08-05T02:12:42.777173,ROLLED_BACK,HOTFIX,Sarah Chen (Release Eng),687.5,747.7,-8.1,0.46,0.46,0.0,99.82,-0.08,25380,26091,2.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,12.6,2.5,NORMAL_STABLE
REL-2026-0379,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v3.8.0,v3.8.0,2026-06-29T02:53:57.298203,PENDING_REVIEW,BLUE_GREEN,Marcus Brody (Clinical SRE),470.2,425.3,10.6,1.06,0.8,0.26,99.93,0.03,17402,18295,4.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,25.8,2.6,NORMAL_STABLE
REL-2026-0380,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v5.14.5,v5.14.4,2026-06-27T03:44:57.428353,PENDING_REVIEW,FULL_UPGRADE,David Kim (Clinical Systems Analyst),323.5,322.1,0.4,0.71,0.64,0.07,99.81,-0.09,28853,27870,-3.5,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.2,2.3,NORMAL_STABLE
REL-2026-0381,HOSP-LKH-03,Lakeside Hospital,Medical Device Integration Service,v5.12.8,v5.12.7,2026-08-10T10:34:36.468713,PENDING_REVIEW,HOTFIX,Sarah Chen (Release Eng),533.9,568.9,-6.2,0.18,0.12,0.06,99.93,0.03,9396,9559,1.7,MEDIUM,1,1,0,LOW,CONTINUE,CONTINUE,27.7,2.5,NORMAL_STABLE
REL-2026-0382,HOSP-SMMC-02,St. Mary's Medical Center,Pharmacy Management Service,v5.9.1,v5.9.0,2026-08-21T23:23:23.455626,PENDING_REVIEW,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),432.6,315.5,37.1,1.87,0.68,1.19,99.67,-0.23,21244,24771,14.2,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,41.2,5.4,TRANSIENT_SPIKE
REL-2026-0383,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v3.10.6,v3.10.5,2026-08-02T05:05:50.082584,CONTINUED,CANARY,David Kim (Clinical Systems Analyst),597.1,283.9,110.3,9.52,0.39,9.13,94.52,-5.38,19363,29351,34.0,CRITICAL,3,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,82.3,4.6,CRITICAL_OUTAGE
REL-2026-0384,HOSP-GVH-05,Green Valley Hospital,Pharmacy Management Service,v2.4.7,v2.4.6,2026-08-31T15:22:55.945067,ROLLED_BACK,BLUE_GREEN,Marcus Brody (Clinical SRE),755.6,724.9,4.2,0.54,0.47,0.07,99.81,-0.09,34698,34828,0.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.6,4.2,NORMAL_STABLE
REL-2026-0385,HOSP-MCH-04,Metro Care Hospital,Laboratory Application,v3.5.9,v3.5.8,2026-07-02T10:25:11.407179,CONTINUED,HOTFIX,Sarah Chen (Release Eng),731.7,792.0,-7.6,0.3,0.23,0.07,99.98,0.08,22553,23632,4.6,LOW,1,1,0,LOW,CONTINUE,CONTINUE,16.4,3.6,NORMAL_STABLE
REL-2026-0386,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v4.2.1,v4.2.0,2026-07-23T00:30:18.233631,MONITORING,CANARY,David Kim (Clinical Systems Analyst),642.6,466.6,37.7,0.85,0.22,0.63,99.46,-0.44,10120,11795,14.2,HIGH,1,2,80,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),HUMAN REVIEW,48.9,5.5,TRANSIENT_SPIKE
REL-2026-0387,HOSP-CGH-01,City General Hospital,Medical Device Integration Service,v4.14.7,v4.14.6,2026-07-26T21:25:25.575780,PENDING_REVIEW,BLUE_GREEN,Dr. Alex Rivera (DevOps Lead),586.4,627.1,-6.5,0.82,0.6,0.22,99.83,-0.07,20003,19343,-3.4,LOW,1,0,0,LOW,CONTINUE,CONTINUE,21.7,2.4,NORMAL_STABLE
REL-2026-0388,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v3.14.5,v3.14.4,2026-08-21T09:19:14.073463,MONITORING,ROLLING_BATCH,Dr. Alex Rivera (DevOps Lead),1126.5,780.2,44.4,2.51,0.47,2.04,99.41,-0.49,18301,19485,6.1,HIGH,1,3,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,54.8,4.8,TRANSIENT_SPIKE
REL-2026-0389,HOSP-CGH-01,City General Hospital,Pharmacy Management Service,v4.7.3,v4.7.2,2026-08-29T04:11:24.817897,ROLLED_BACK,BLUE_GREEN,Sarah Chen (Release Eng),902.0,843.0,7.0,0.29,0.34,-0.05,99.82,-0.08,11814,11296,-4.6,LOW,1,0,0,LOW,CONTINUE,CONTINUE,23.6,2.1,NORMAL_STABLE
REL-2026-0390,HOSP-LKH-03,Lakeside Hospital,Laboratory Application,v3.12.6,v3.12.5,2026-08-26T12:40:39.997569,CONTINUED,FULL_UPGRADE,Sarah Chen (Release Eng),459.2,431.8,6.3,0.18,0.22,-0.04,99.84,-0.06,17654,18177,2.9,LOW,1,0,0,LOW,CONTINUE,CONTINUE,22.4,2.9,NORMAL_STABLE
REL-2026-0391,HOSP-MCH-04,Metro Care Hospital,Medical Device Integration Service,v2.5.4,v2.5.3,2026-06-12T02:56:15.370892,ROLLED_BACK,HOTFIX,David Kim (Clinical Systems Analyst),947.8,837.9,13.1,0.79,0.59,0.2,99.84,-0.06,26214,27213,3.7,LOW,1,0,0,LOW,CONTINUE,CONTINUE,27.6,3.7,NORMAL_STABLE
REL-2026-0392,HOSP-CGH-01,City General Hospital,Laboratory Application,v5.7.8,v5.7.7,2026-07-15T13:08:56.169354,PENDING_REVIEW,HOTFIX,David Kim (Clinical Systems Analyst),767.8,351.2,118.6,7.99,0.53,7.46,94.97,-4.93,18174,34385,47.1,CRITICAL,2,2,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,74.8,3.8,CRITICAL_OUTAGE
REL-2026-0393,HOSP-SMMC-02,St. Mary's Medical Center,Clinical Portal,v5.10.2,v5.10.1,2026-08-12T09:01:06.739316,CONTINUED,FULL_UPGRADE,Sarah Chen (Release Eng),990.6,694.3,42.7,1.45,0.46,0.99,99.58,-0.32,15854,18595,14.7,MEDIUM,1,0,55,MEDIUM,HUMAN REVIEW,HUMAN REVIEW,45.3,5.1,TRANSIENT_SPIKE
REL-2026-0394,HOSP-SMMC-02,St. Mary's Medical Center,Laboratory Application,v4.5.7,v4.5.6,2026-07-11T17:47:35.104605,CONTINUED,FULL_UPGRADE,Elena Rostova (Platform Specialist),550.0,519.6,5.9,0.69,0.77,-0.08,99.82,-0.08,6508,6707,3.0,LOW,1,1,0,LOW,CONTINUE,CONTINUE,15.8,2.2,NORMAL_STABLE
REL-2026-0395,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v3.9.4,v3.9.3,2026-07-16T12:59:55.672634,PENDING_REVIEW,BLUE_GREEN,Elena Rostova (Platform Specialist),701.5,330.9,112.0,17.25,0.7,16.55,94.67,-5.23,10787,20767,48.1,CRITICAL,1,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,96.5,4.8,CRITICAL_OUTAGE
REL-2026-0396,HOSP-MCH-04,Metro Care Hospital,Clinical Portal,v3.5.4,v3.5.3,2026-08-03T04:06:05.283245,PENDING_REVIEW,FULL_UPGRADE,Marcus Brody (Clinical SRE),352.6,384.1,-8.2,0.44,0.49,-0.05,99.83,-0.07,20692,20756,0.3,LOW,1,1,0,LOW,CONTINUE,CONTINUE,12.1,4.2,NORMAL_STABLE
REL-2026-0397,HOSP-MCH-04,Metro Care Hospital,Pharmacy Management Service,v5.9.9,v5.9.8,2026-08-30T23:41:54.799397,PENDING_REVIEW,HOTFIX,Marcus Brody (Clinical SRE),1292.9,845.1,53.0,2.44,0.19,2.25,98.81,-1.09,20527,23533,12.8,CRITICAL,4,3,100,CRITICAL,ROLLBACK RECOMMENDED (HIGH IMPACT CONFIRMATION REQUIRED),ROLLBACK,72.9,6.0,SERIOUS_DEGRADATION
REL-2026-0398,HOSP-SMMC-02,St. Mary's Medical Center,Electronic Health Record Service,v4.0.2,v4.0.1,2026-08-13T21:16:49.986710,MONITORING,CANARY,Elena Rostova (Platform Specialist),671.4,642.7,4.5,0.35,0.28,0.07,99.82,-0.08,23893,24731,3.4,LOW,1,1,0,LOW,CONTINUE,CONTINUE,22.3,4.3,NORMAL_STABLE
